"ccode_1","ccode_2","year","ip_diff"
2,20,1981,0.94431
2,31,1981,2.5867351
2,40,1981,4.316902
2,41,1981,2.4564758
2,42,1981,2.2575444
2,51,1981,2.2004369
2,52,1981,2.9987755
2,53,1981,2.75797431
2,55,1981,3.6736095
2,56,1981,2.83333641
2,57,1981,2.6278452
2,58,1981,2.6726164
2,70,1981,3.0832881
2,80,1981,2.5744014
2,90,1981,1.647075
2,91,1981,2.3312713
2,92,1981,2.628537
2,93,1981,3.5068068
2,94,1981,2.4966128
2,95,1981,3.1964122
2,100,1981,2.5429834
2,101,1981,2.74509156
2,110,1981,3.0301856
2,115,1981,2.9082276
2,130,1981,2.9110423
2,135,1981,2.81941637
2,140,1981,2.84125044
2,145,1981,2.5233494
2,150,1981,2.1862249
2,155,1981,2.3218898
2,160,1981,2.69675069
2,165,1981,2.5745808
2,200,1981,0.78722
2,205,1981,1.549567
2,210,1981,1.25296
2,211,1981,1.036187
2,212,1981,1.005464
2,220,1981,0.993676
2,230,1981,1.9006236
2,235,1981,1.644334
2,260,1981,0.958679
2,265,1981,4.771785
2,290,1981,4.483044
2,305,1981,1.696868
2,310,1981,4.766602
2,315,1981,4.757877
2,325,1981,1.112387
2,338,1981,3.123141
2,339,1981,3.879186
2,345,1981,3.0584317
2,350,1981,1.9855969
2,352,1981,3.2480032
2,355,1981,4.749797
2,360,1981,3.6157007
2,365,1981,4.791325
2,369,1981,4.779873
2,370,1981,4.784826
2,375,1981,1.9072187
2,380,1981,1.662652
2,385,1981,1.386564
2,390,1981,1.400114
2,395,1981,1.392056
2,402,1981,3.4344927
2,403,1981,3.5254599
2,404,1981,3.261232
2,411,1981,2.6287088
2,420,1981,3.0570297
2,432,1981,3.293073
2,433,1981,2.79155875
2,434,1981,3.4564987
2,435,1981,2.9061242
2,436,1981,2.75324569
2,437,1981,2.4017569
2,438,1981,3.1397364
2,439,1981,2.6238475
2,450,1981,2.4859834
2,451,1981,2.9960799
2,452,1981,2.74618183
2,461,1981,2.8824472
2,471,1981,2.9368484
2,475,1981,2.9311728
2,481,1981,2.6205519
2,482,1981,2.4255323
2,483,1981,3.278877
2,484,1981,3.5487298
2,490,1981,2.5465352
2,500,1981,3.2823457
2,501,1981,2.79698916
2,510,1981,3.1929175
2,516,1981,3.080659
2,517,1981,2.82340944
2,520,1981,2.779091512
2,522,1981,2.9293716
2,530,1981,3.6394627
2,540,1981,3.7154734
2,541,1981,3.875738
2,551,1981,3.0669877
2,552,1981,3.0430395
2,553,1981,2.0401222
2,570,1981,2.6442487
2,571,1981,2.5107399
2,572,1981,2.3446481
2,580,1981,3.4065768
2,581,1981,2.6527453
2,590,1981,3.0128609
2,591,1981,4.209602
2,600,1981,2.6612221
2,615,1981,3.5227442
2,616,1981,2.72736738
2,620,1981,3.5945559
2,625,1981,2.81647648
2,630,1981,3.2137986
2,640,1981,2.2145265
2,645,1981,3.5804297
2,651,1981,2.79159349
2,652,1981,3.7275489
2,660,1981,3.0612005
2,663,1981,3.1451958
2,666,1981,0.395628
2,670,1981,2.772827045
2,678,1981,3.2529113
2,680,1981,3.91983
2,690,1981,3.2127004
2,692,1981,3.0991944
2,694,1981,3.2144562
2,696,1981,3.1172441
2,698,1981,2.8956597
2,700,1981,4.472713
2,710,1981,2.80341536
2,712,1981,4.840051
2,740,1981,1.465112
2,750,1981,3.1750241
2,760,1981,3.1329791
2,770,1981,2.8972924
2,771,1981,2.87701187
2,775,1981,2.501249
2,780,1981,2.9983551
2,781,1981,2.9680715
2,790,1981,2.6095546
2,800,1981,2.9236742
2,811,1981,2.7983695
2,812,1981,4.552252
2,816,1981,4.555601
2,820,1981,2.8560442
2,830,1981,2.5198712
2,840,1981,2.9335248
2,850,1981,3.0935977
2,900,1981,1.265682
2,910,1981,2.3678789
2,920,1981,1.196645
2,935,1981,3.3010841
2,940,1981,2.350622
2,950,1981,2.3492913
2,990,1981,2.4505062
20,31,1981,1.6424251
20,40,1981,3.372592
20,41,1981,1.5121658
20,42,1981,1.3132344
20,51,1981,1.2561269
20,52,1981,2.0544655
20,53,1981,1.81366431
20,55,1981,2.7292995
20,56,1981,1.88902641
20,57,1981,1.6835352
20,58,1981,1.7283064
20,70,1981,2.1389781
20,80,1981,1.6300914
20,90,1981,0.702765
20,91,1981,1.3869613
20,92,1981,1.684227
20,93,1981,2.5624968
20,94,1981,1.5523028
20,95,1981,2.2521022
20,100,1981,1.5986734
20,101,1981,1.80078156
20,110,1981,2.0858756
20,115,1981,1.9639176
20,130,1981,1.9667323
20,135,1981,1.87510637
20,140,1981,1.89694044
20,145,1981,1.5790394
20,150,1981,1.2419149
20,155,1981,1.3775798
20,160,1981,1.75244069
20,165,1981,1.6302708
20,200,1981,0.15709
20,205,1981,0.605257
20,210,1981,0.30865
20,211,1981,0.091877
20,212,1981,0.0611539999999999
20,220,1981,0.049366
20,230,1981,0.9563136
20,235,1981,0.700024
20,260,1981,0.0143689999999999
20,265,1981,3.827475
20,290,1981,3.538734
20,305,1981,0.752558
20,310,1981,3.822292
20,315,1981,3.813567
20,325,1981,0.168077
20,338,1981,2.178831
20,339,1981,2.934876
