"ccode_1","ccode_2","year","ip_diff"
2,20,1977,0.502473
2,31,1977,1.7512773
2,40,1977,4.04742
2,41,1977,2.0131882
2,42,1977,1.6421624
2,51,1977,2.5171583
2,52,1977,2.6213991
2,53,1977,2.25780785
2,55,1977,2.246592
2,70,1977,2.0374704
2,90,1977,1.059094
2,91,1977,1.4746588
2,92,1977,1.4311618
2,93,1977,1.225624
2,94,1977,1.5300491
2,95,1977,1.8303675
2,100,1977,1.9569165
2,101,1977,2.2284896
2,110,1977,2.9674058
2,115,1977,1.7432605
2,130,1977,2.0661999
2,135,1977,2.2047301
2,140,1977,2.0600679
2,145,1977,1.8513287
2,150,1977,1.328343
2,155,1977,1.8820113
2,160,1977,2.0749995
2,165,1977,1.4205474
2,200,1977,0.261824
2,205,1977,0.804889
2,210,1977,0.69662
2,211,1977,0.449985
2,212,1977,0.527428
2,220,1977,0.51453
2,230,1977,1.5927783
2,235,1977,1.4646482
2,260,1977,0.356194
2,265,1977,4.771287
2,290,1977,4.644168
2,305,1977,1.126938
2,310,1977,4.799329
2,315,1977,4.793523
2,325,1977,0.778938
2,338,1977,2.6164665
2,339,1977,3.99874
2,345,1977,2.6496059
2,350,1977,1.8537192
2,352,1977,2.6470759
2,355,1977,4.801639
2,360,1977,3.2412012
2,365,1977,4.80318
2,369,1977,4.773799
2,370,1977,4.803085
2,375,1977,1.334861
2,380,1977,1.170154
2,385,1977,0.973135
2,390,1977,0.845628
2,395,1977,1.026784
2,402,1977,2.815045
2,403,1977,2.8276756
2,404,1977,2.6643614
2,411,1977,2.9276746
2,420,1977,2.7104407
2,432,1977,2.5383533
2,433,1977,2.4862676
2,434,1977,2.7960731
2,435,1977,2.41531677
2,436,1977,2.44169916
2,437,1977,1.6643892
2,438,1977,2.6985082
2,439,1977,2.6790988
2,450,1977,1.9246529
2,451,1977,2.4777527
2,452,1977,2.5244768
2,461,1977,2.6376257
2,471,1977,2.6340082
2,475,1977,2.5527771
2,481,1977,2.5551217
2,482,1977,1.8616742
2,483,1977,2.39851508
2,484,1977,3.010168
2,490,1977,2.0835565
2,500,1977,3.0308102
2,501,1977,2.6613712
2,510,1977,2.7136887
2,516,1977,2.7302651
2,517,1977,2.42111723
2,520,1977,2.5341884
