"ccode_1","ccode_2","year","ip_diff"
2,20,2007,1.146816
2,31,2007,2.922725
2,40,2007,4.089592
2,41,2007,3.1937345
2,42,2007,3.2791694
2,51,2007,3.2868124
2,52,2007,3.2823483
2,53,2007,3.3593271
2,54,2007,3.2665322
2,55,2007,2.9779909
2,56,2007,3.2572695
2,57,2007,3.2233141
2,58,2007,3.3614676
2,60,2007,3.2821409
2,70,2007,2.83024634
2,80,2007,3.0722305
2,90,2007,2.8857047
2,91,2007,2.8806443
2,92,2007,2.9242692
2,93,2007,3.5496339
2,94,2007,2.8904536
2,95,2007,2.83589105
2,100,2007,2.9523974
2,101,2007,3.952063
2,110,2007,3.2204841
2,115,2007,3.3618229
2,130,2007,3.1335831
2,135,2007,2.74062935
2,140,2007,2.951225
2,145,2007,3.2044565
2,150,2007,2.85537523
2,155,2007,2.74962744
2,160,2007,2.70536366
2,165,2007,2.9005012
2,200,2007,1.0908
2,205,2007,1.9236954
2,210,2007,1.690681
2,211,2007,1.744545
2,212,2007,1.745247
2,220,2007,1.219417
2,221,2007,1.7802923
2,223,2007,1.9757689
2,225,2007,1.9748876
2,230,2007,1.8291979
2,232,2007,1.862058
2,235,2007,1.7764434
2,255,2007,1.8203603
2,290,2007,1.713952
2,305,2007,1.997993
2,310,2007,1.66629
2,316,2007,1.633737
2,317,2007,1.7185
2,325,2007,1.8245562
2,331,2007,1.9231893
2,338,2007,2.019453
2,339,2007,1.9056592
2,341,2007,1.8283188
2,343,2007,1.7861801
2,344,2007,1.7749514
2,345,2007,1.9396203
2,346,2007,1.810027
2,349,2007,1.736239
2,350,2007,1.726253
2,352,2007,1.9950658
2,355,2007,1.8030169
2,359,2007,1.8619364
2,360,2007,1.7617242
2,365,2007,2.82828141
2,366,2007,1.760174
2,367,2007,1.713424
2,368,2007,1.731522
2,369,2007,1.7781296
2,370,2007,3.2886796
2,371,2007,2.71539045
2,372,2007,2.0631156
2,373,2007,2.9117206
2,375,2007,1.8122217
2,380,2007,1.8821741
2,385,2007,1.829144
2,390,2007,1.738161
2,395,2007,1.7791795
2,402,2007,3.1856669
2,403,2007,3.1653393
2,404,2007,3.3739365
2,411,2007,2.750273457
2,420,2007,3.94992
2,432,2007,3.393204
2,433,2007,3.5619028
2,434,2007,3.1933179
2,435,2007,3.300681
2,436,2007,3.5606019
2,437,2007,2.77211072
2,438,2007,3.6324082
2,439,2007,3.3972055
2,450,2007,2.9826201
2,451,2007,3.2624966
2,452,2007,3.0977872
2,461,2007,3.5297969
2,471,2007,2.68627878
2,475,2007,3.1627901
2,481,2007,3.4868358
2,482,2007,3.3274759
2,483,2007,3.2908707
2,484,2007,3.3337858
2,490,2007,3.2113313
2,500,2007,3.4187561
2,501,2007,3.1797491
2,510,2007,3.1729203
2,516,2007,2.83475367
2,517,2007,3.0042043
2,520,2007,4.052986
2,522,2007,3.6306717
2,530,2007,3.3758314
2,531,2007,3.2927288
2,540,2007,3.0451667
2,541,2007,3.258063
2,551,2007,3.381014
2,552,2007,4.180569
2,553,2007,3.0266987
2,560,2007,3.3406703
2,565,2007,3.2576502
2,570,2007,3.2812
2,571,2007,3.1884477
2,572,2007,3.4298439
2,580,2007,3.0174034
2,581,2007,3.4088467
2,590,2007,3.1340562
2,591,2007,3.0175196
2,600,2007,3.4679802
2,615,2007,4.014685
2,616,2007,3.3823405
2,620,2007,4.299713
2,625,2007,4.30982
2,630,2007,4.291508
2,640,2007,2.2172635
2,645,2007,3.3774708
2,651,2007,4.200455
2,652,2007,4.267718
2,660,2007,3.5490334
2,663,2007,3.4733514
2,666,2007,0.455095
2,670,2007,3.5869297
2,679,2007,3.6854987
2,690,2007,3.778211
2,692,2007,3.6035747
2,694,2007,3.799562
2,696,2007,3.4332655
2,698,2007,4.174606
2,700,2007,3.3426848
2,701,2007,3.7244825
2,702,2007,3.0849196
2,703,2007,3.2159385
2,704,2007,3.2557798
2,705,2007,2.9174798
2,710,2007,3.3707489
2,712,2007,3.0222478
2,731,2007,4.040554
2,732,2007,2.1998049
2,740,2007,2.1455749
2,750,2007,3.2416269
2,760,2007,3.1069061
2,770,2007,3.3655323
2,771,2007,3.7346766
2,775,2007,3.916921
2,780,2007,3.4373934
2,781,2007,3.5369952
2,790,2007,3.1676381
2,800,2007,3.0074384
2,811,2007,3.3842873
2,812,2007,3.5029143
2,816,2007,3.962517
2,820,2007,3.916348
2,830,2007,3.0168625
2,835,2007,3.3513687
2,840,2007,3.1971998
2,850,2007,3.824716
2,860,2007,2.84447321
2,900,2007,1.345316
2,910,2007,2.83748729
2,920,2007,2.1181174
2,935,2007,2.4118777
2,940,2007,3.0213081
2,946,2007,1.9359837
2,947,2007,3.1569036
2,950,2007,2.767366856
2,955,2007,2.5307385
2,970,2007,2.0906872
2,983,2007,0.987677
2,986,2007,0.925834
2,987,2007,1.02232
2,990,2007,2.5782774
20,31,2007,1.775909
20,40,2007,2.942776
20,41,2007,2.0469185
20,42,2007,2.1323534
20,51,2007,2.1399964
20,52,2007,2.1355323
20,53,2007,2.2125111
20,54,2007,2.1197162
20,55,2007,1.8311749
20,56,2007,2.1104535
20,57,2007,2.0764981
20,58,2007,2.2146516
20,60,2007,2.1353249
20,70,2007,1.68343034
20,80,2007,1.9254145
20,90,2007,1.7388887
20,91,2007,1.7338283
