"ccode_1","ccode_2","year","ip_diff"
2,20,1979,0.504038
2,31,1979,2.1874281
2,40,1979,3.596027
2,41,1979,2.2367929
2,42,1979,2.0723826
2,51,1979,2.5152914
2,52,1979,2.5392951
2,53,1979,2.3504184
2,55,1979,2.649374
2,56,1979,2.37162551
2,70,1979,2.30210709
2,90,1979,1.328665
2,91,1979,1.6723708
2,92,1979,2.220162
2,93,1979,3.141007
2,94,1979,2.1185222
2,95,1979,2.1301067
2,100,1979,2.25492
2,101,1979,2.2432194
2,110,1979,2.6822912
2,115,1979,2.2204264
2,130,1979,2.380248154
2,135,1979,2.40461097
2,140,1979,2.2466466
2,145,1979,2.2610994
2,150,1979,1.7086764
2,155,1979,1.8257991
2,160,1979,2.29663673
2,165,1979,1.8181916
2,200,1979,0.26983
2,205,1979,0.911713
2,210,1979,0.755358
2,211,1979,0.415025
2,212,1979,0.447652
2,220,1979,0.482807
2,230,1979,1.4380244
2,235,1979,1.144895
2,260,1979,0.389066
2,265,1979,4.607358
2,290,1979,4.034524
2,305,1979,1.12815
2,310,1979,4.608737
2,315,1979,4.605758
2,325,1979,0.753832
2,338,1979,2.4849857
2,339,1979,4.418199
2,345,1979,2.6069727
2,350,1979,1.5377674
2,352,1979,2.5649755
2,355,1979,4.63215
2,360,1979,3.1220768
2,365,1979,4.623575
2,369,1979,4.618981
2,370,1979,4.62483
2,375,1979,1.228107
2,380,1979,1.156608
2,385,1979,0.941939
2,390,1979,0.769668
2,395,1979,0.92132
2,402,1979,2.9307651
2,403,1979,3.1845377
2,404,1979,3.0530742
2,411,1979,2.0416231
2,420,1979,2.36730966
2,432,1979,2.4930067
2,433,1979,2.0867063
2,434,1979,2.7720101
2,435,1979,3.0837211
2,436,1979,2.47401502
2,437,1979,1.9321305
2,438,1979,2.7824086
2,439,1979,2.1899187
2,450,1979,2.1206676
2,451,1979,2.5527303
2,452,1979,2.5196931
2,461,1979,2.28832724
2,471,1979,2.0700599
2,475,1979,2.45360483
2,481,1979,2.087321
2,482,1979,1.8772165
2,483,1979,2.2600665
2,484,1979,3.1247602
2,490,1979,2.1874374
2,500,1979,2.5594358
2,501,1979,2.385237726
2,510,1979,2.6896807
2,516,1979,2.6609806
2,517,1979,2.37023791
2,520,1979,2.5105403
2,522,1979,2.47361583
2,530,1979,2.8977992
2,540,1979,3.2459156
2,541,1979,3.351153
2,551,1979,2.5282612
2,553,1979,1.6327227
2,570,1979,2.1525144
2,571,1979,2.1580255
2,572,1979,1.9529387
2,580,1979,2.8231065
2,581,1979,2.496673
2,590,1979,2.39468669
2,591,1979,3.518758
2,600,1979,2.0309294
2,615,1979,3.2099334
2,616,1979,2.47077622
2,620,1979,2.7477507
2,625,1979,2.5686173
2,630,1979,2.6568681
2,640,1979,1.8885718
2,645,1979,3.631779
2,651,1979,2.41150172
2,652,1979,3.75898
2,660,1979,2.1516389
2,663,1979,2.5021211
2,666,1979,0.25399
2,670,1979,2.3727486
2,678,1979,3.0909946
2,680,1979,3.3442553
2,690,1979,2.5811416
2,692,1979,2.5582284
2,694,1979,2.5243047
2,696,1979,2.5866819
2,698,1979,2.376718728
2,700,1979,3.563914
2,710,1979,2.43049766
2,712,1979,4.624564
2,740,1979,1.1527
2,750,1979,2.6383714
2,760,1979,2.5493263
2,770,1979,2.47557701
2,771,1979,2.45959917
2,775,1979,2.0246648
2,780,1979,2.5348605
2,781,1979,2.36824721
2,790,1979,2.100215
2,800,1979,2.1283337
2,811,1979,2.5251122
2,812,1979,3.432675
2,816,1979,3.649906
2,820,1979,2.42614794
2,830,1979,1.9761485
2,840,1979,2.3614334
2,850,1979,2.44590418
2,900,1979,0.842132
2,910,1979,2.040249
2,920,1979,0.872188
2,940,1979,1.8842935
2,950,1979,1.8273472
2,990,1979,1.7900526
20,31,1979,1.6833901
20,40,1979,3.091989
20,41,1979,1.7327549
20,42,1979,1.5683446
20,51,1979,2.0112534
20,52,1979,2.0352571
20,53,1979,1.8463804
20,55,1979,2.145336
20,56,1979,1.86758751
20,70,1979,1.79806909
20,90,1979,0.824627
20,91,1979,1.1683328
20,92,1979,1.716124
20,93,1979,2.636969
20,94,1979,1.6144842
20,95,1979,1.6260687
20,100,1979,1.750882
20,101,1979,1.7391814
20,110,1979,2.1782532
20,115,1979,1.7163884
20,130,1979,1.876210154
20,135,1979,1.90057297
20,140,1979,1.7426086
20,145,1979,1.7570614
20,150,1979,1.2046384
20,155,1979,1.3217611
20,160,1979,1.79259873
20,165,1979,1.3141536
20,200,1979,0.234208
20,205,1979,0.407675
20,210,1979,0.25132
20,211,1979,0.089013
20,212,1979,0.056386
20,220,1979,0.021231
20,230,1979,0.9339864
20,235,1979,0.640857
20,260,1979,0.114972
20,265,1979,4.10332
20,290,1979,3.530486
20,305,1979,0.624112
20,310,1979,4.104699
20,315,1979,4.10172
20,325,1979,0.249794
20,338,1979,1.9809477
20,339,1979,3.914161
20,345,1979,2.1029347
20,350,1979,1.0337294
20,352,1979,2.0609375
20,355,1979,4.128112
20,360,1979,2.6180388
20,365,1979,4.119537
20,369,1979,4.114943
20,370,1979,4.120792
20,375,1979,0.724069
20,380,1979,0.65257
20,385,1979,0.437901
20,390,1979,0.26563
20,395,1979,0.417282
20,402,1979,2.4267271
20,403,1979,2.6804997
