"ccode_1","ccode_2","year","ip_diff"
2,20,1980,0.539683
2,31,1980,2.2093026
2,40,1980,3.893837
2,41,1980,2.2023821
2,42,1980,1.8033216
2,51,1980,2.6028244
2,52,1980,2.475542311
2,53,1980,2.50822415
2,55,1980,3.626562
2,56,1980,2.40867802
2,70,1980,2.6171254
2,90,1980,1.337928
2,91,1980,2.0219636
2,92,1980,2.1842259
2,93,1980,3.229679
2,94,1980,2.0828393
2,95,1980,2.43220649
2,100,1980,2.0562801
2,101,1980,2.3595427
2,110,1980,2.7185198
2,115,1980,2.3273172
2,130,1980,2.40998992
2,135,1980,2.3081175
2,140,1980,2.39705656
2,145,1980,2.0213223
2,150,1980,1.9394572
2,155,1980,1.8145378
2,160,1980,2.2778032
2,165,1980,2.0890878
2,200,1980,0.394121
2,205,1980,1.20149
2,210,1980,0.796633
2,211,1980,0.552791
2,212,1980,0.533971
2,220,1980,0.497179
2,230,1980,1.6014735
2,235,1980,1.086342
2,260,1980,0.519401
2,265,1980,4.519733
2,290,1980,3.961804
2,305,1980,1.350255
2,310,1980,4.520586
2,315,1980,4.551667
2,325,1980,0.827457
2,338,1980,2.5943276
2,339,1980,3.769995
2,345,1980,2.6877866
2,350,1980,1.333712
2,352,1980,2.6352109
2,355,1980,4.57002
2,360,1980,3.3121214
2,365,1980,4.552976
2,369,1980,4.544482
2,370,1980,4.526444
2,375,1980,1.6271289
2,380,1980,1.362883
2,385,1980,1.117103
2,390,1980,1.057728
2,395,1980,1.081887
2,402,1980,3.1767558
2,403,1980,3.3981371
2,404,1980,3.1955529
2,411,1980,2.38306623
2,420,1980,2.37084819
2,432,1980,2.7751142
2,433,1980,2.3565909
2,434,1980,3.4210047
2,435,1980,2.6604851
2,436,1980,2.43214787
2,437,1980,2.0316676
2,438,1980,3.0613902
2,439,1980,2.2889444
2,450,1980,2.1727471
2,451,1980,2.6335791
2,452,1980,2.52293984
2,461,1980,2.37365312
2,471,1980,2.43759262
2,475,1980,2.629447
2,481,1980,2.1791777
2,482,1980,1.9778915
2,483,1980,2.680533
2,484,1980,3.2882428
2,490,1980,2.2500828
2,500,1980,2.9093279
2,501,1980,2.55357521
2,510,1980,2.8671794
2,516,1980,2.6998998
2,517,1980,2.49000248
2,520,1980,2.5969187
2,522,1980,2.5887599
2,530,1980,3.2000575
2,540,1980,3.808951
2,541,1980,3.750366
2,551,1980,2.6452143
2,552,1980,2.54697977
2,553,1980,1.5076526
2,570,1980,2.1720365
2,571,1980,2.2154739
2,572,1980,1.9199571
2,580,1980,3.0861853
2,581,1980,2.470695144
2,590,1980,2.1857803
2,591,1980,3.858569
2,600,1980,2.2595237
2,615,1980,3.2161947
2,616,1980,2.7074197
2,620,1980,3.1325312
2,625,1980,2.56057071
2,630,1980,2.8328215
2,640,1980,1.9177057
2,645,1980,3.523476
2,651,1980,2.45263774
2,652,1980,3.826562
2,660,1980,2.5847918
2,663,1980,2.7733555
2,666,1980,0.335111
2,670,1980,2.55032725
2,678,1980,3.0716862
2,680,1980,3.676406
2,690,1980,2.7133781
2,692,1980,2.6981651
2,694,1980,2.7151722
2,696,1980,2.7429107
2,698,1980,2.6216754
2,700,1980,4.202504
2,710,1980,2.50082283
2,712,1980,4.542401
2,740,1980,1.195197
2,750,1980,2.9415968
2,760,1980,2.6911117
2,770,1980,2.48671683
2,771,1980,2.7622769
2,775,1980,2.0632818
2,780,1980,2.6102904
2,781,1980,2.8818797
2,790,1980,2.3243528
2,800,1980,2.211898
2,811,1980,2.42962767
2,812,1980,4.268218
2,816,1980,4.028493
2,820,1980,2.54902839
2,830,1980,2.1470063
2,840,1980,2.45130642
2,850,1980,2.6664919
2,900,1980,0.997272
2,910,1980,2.0226263
2,920,1980,1.052238
2,940,1980,1.7922702
2,950,1980,1.9615922
2,990,1980,1.9844873
20,31,1980,1.6696196
20,40,1980,3.354154
20,41,1980,1.6626991
20,42,1980,1.2636386
20,51,1980,2.0631414
20,52,1980,1.935859311
20,53,1980,1.96854115
20,55,1980,3.086879
20,56,1980,1.86899502
20,70,1980,2.0774424
20,90,1980,0.798245
20,91,1980,1.4822806
20,92,1980,1.6445429
20,93,1980,2.689996
20,94,1980,1.5431563
20,95,1980,1.89252349
20,100,1980,1.5165971
20,101,1980,1.8198597
20,110,1980,2.1788368
20,115,1980,1.7876342
20,130,1980,1.87030692
20,135,1980,1.7684345
20,140,1980,1.85737356
20,145,1980,1.4816393
20,150,1980,1.3997742
20,155,1980,1.2748548
20,160,1980,1.7381202
20,165,1980,1.5494048
20,200,1980,0.145562
20,205,1980,0.661807
20,210,1980,0.25695
20,211,1980,0.0131079999999999
20,212,1980,0.00571200000000016
20,220,1980,0.0425040000000001
20,230,1980,1.0617905
20,235,1980,0.546659
20,260,1980,0.0202820000000001
20,265,1980,3.98005
20,290,1980,3.422121
20,305,1980,0.810572
20,310,1980,3.980903
20,315,1980,4.011984
20,325,1980,0.287774
20,338,1980,2.0546446
20,339,1980,3.230312
20,345,1980,2.1481036
20,350,1980,0.794029
20,352,1980,2.0955279
20,355,1980,4.030337
20,360,1980,2.7724384
20,365,1980,4.013293
20,369,1980,4.004799
20,370,1980,3.986761
20,375,1980,1.0874459
20,380,1980,0.8232
20,385,1980,0.57742
20,390,1980,0.518045
20,395,1980,0.542204
20,402,1980,2.6370728
20,403,1980,2.8584541
20,404,1980,2.6558699
20,411,1980,1.84338323
20,420,1980,1.83116519
20,432,1980,2.2354312
20,433,1980,1.8169079
20,434,1980,2.8813217
20,435,1980,2.1208021
20,436,1980,1.89246487
20,437,1980,1.4919846
20,438,1980,2.5217072
20,439,1980,1.7492614
20,450,1980,1.6330641
20,451,1980,2.0938961
20,452,1980,1.98325684
20,461,1980,1.83397012
20,471,1980,1.89790962
20,475,1980,2.089764
20,481,1980,1.6394947
20,482,1980,1.4382085
20,483,1980,2.14085
20,484,1980,2.7485598
20,490,1980,1.7103998
20,500,1980,2.3696449
20,501,1980,2.01389221
20,510,1980,2.3274964
20,516,1980,2.1602168
20,517,1980,1.95031948
20,520,1980,2.0572357
20,522,1980,2.0490769
20,530,1980,2.6603745
20,540,1980,3.269268
20,541,1980,3.210683
20,551,1980,2.1055313
20,552,1980,2.00729677
20,553,1980,0.9679696
20,570,1980,1.6323535
20,571,1980,1.6757909
20,572,1980,1.3802741
20,580,1980,2.5465023
20,581,1980,1.931012144
20,590,1980,1.6460973
20,591,1980,3.318886
20,600,1980,1.7198407
20,615,1980,2.6765117
20,616,1980,2.1677367
20,620,1980,2.5928482
20,625,1980,2.02088771
20,630,1980,2.2931385
20,640,1980,1.3780227
20,645,1980,2.983793
20,651,1980,1.91295474
20,652,1980,3.286879
20,660,1980,2.0451088
20,663,1980,2.2336725
20,666,1980,0.204572
20,670,1980,2.01064425
20,678,1980,2.5320032
20,680,1980,3.136723
20,690,1980,2.1736951
20,692,1980,2.1584821
20,694,1980,2.1754892
20,696,1980,2.2032277
20,698,1980,2.0819924
20,700,1980,3.662821
20,710,1980,1.96113983
20,712,1980,4.002718
20,740,1980,0.655514
20,750,1980,2.4019138
20,760,1980,2.1514287
20,770,1980,1.94703383
20,771,1980,2.2225939
20,775,1980,1.5235988
20,780,1980,2.0706074
20,781,1980,2.3421967
20,790,1980,1.7846698
20,800,1980,1.672215
20,811,1980,1.88994467
20,812,1980,3.728535
20,816,1980,3.48881
20,820,1980,2.00934539
20,830,1980,1.6073233
20,840,1980,1.91162342
20,850,1980,2.1268089
20,900,1980,0.457589
20,910,1980,1.4829433
20,920,1980,0.512555
20,940,1980,1.2525872
20,950,1980,1.4219092
20,990,1980,1.4448043
31,40,1980,1.6845344
31,41,1980,0.0069205
31,42,1980,0.405981
31,51,1980,0.3935218
31,52,1980,0.266239711
31,53,1980,0.29892155
31,55,1980,1.4172594
31,56,1980,0.19937542
31,70,1980,0.4078228
31,90,1980,0.8713746
31,91,1980,0.187339
31,92,1980,0.0250767
31,93,1980,1.0203764
31,94,1980,0.1264633
31,95,1980,0.22290389
31,100,1980,0.1530225
31,101,1980,0.1502401
31,110,1980,0.5092172
31,115,1980,0.1180146
31,130,1980,0.20068732
31,135,1980,0.0988149
31,140,1980,0.18775396
31,145,1980,0.1879803
31,150,1980,0.2698454
31,155,1980,0.3947648
31,160,1980,0.0685006
31,165,1980,0.1202148
31,200,1980,1.8151816
31,205,1980,1.0078126
31,210,1980,1.4126696
31,211,1980,1.6565116
31,212,1980,1.6753316
31,220,1980,1.7121236
31,230,1980,0.6078291
31,235,1980,1.1229606
31,260,1980,1.6899016
31,265,1980,2.3104304
31,290,1980,1.7525014
31,305,1980,0.8590476
31,310,1980,2.3112834
31,315,1980,2.3423644
31,325,1980,1.3818456
31,338,1980,0.385025
31,339,1980,1.5606924
31,345,1980,0.478484
31,350,1980,0.8755906
31,352,1980,0.4259083
31,355,1980,2.3607174
31,360,1980,1.1028188
31,365,1980,2.3436734
31,369,1980,2.3351794
31,370,1980,2.3171414
31,375,1980,0.5821737
31,380,1980,0.8464196
31,385,1980,1.0921996
31,390,1980,1.1515746
31,395,1980,1.1274156
31,402,1980,0.9674532
31,403,1980,1.1888345
31,404,1980,0.9862503
31,411,1980,0.17376363
31,420,1980,0.16154559
31,432,1980,0.5658116
31,433,1980,0.1472883
31,434,1980,1.2117021
31,435,1980,0.4511825
31,436,1980,0.22284527
31,437,1980,0.177635
31,438,1980,0.8520876
31,439,1980,0.0796418
31,450,1980,0.0365555
31,451,1980,0.4242765
31,452,1980,0.31363724
31,461,1980,0.16435052
31,471,1980,0.22829002
31,475,1980,0.4201444
31,481,1980,0.0301249
31,482,1980,0.2314111
31,483,1980,0.4712304
31,484,1980,1.0789402
31,490,1980,0.0407802
31,500,1980,0.7000253
31,501,1980,0.34427261
31,510,1980,0.6578768
31,516,1980,0.4905972
31,517,1980,0.28069988
31,520,1980,0.3876161
31,522,1980,0.3794573
31,530,1980,0.9907549
31,540,1980,1.5996484
31,541,1980,1.5410634
31,551,1980,0.4359117
31,552,1980,0.33767717
31,553,1980,0.70165
31,570,1980,0.0372661
31,571,1980,0.00617130000000005
31,572,1980,0.2893455
31,580,1980,0.8768827
31,581,1980,0.261392544
31,590,1980,0.0235223
31,591,1980,1.6492664
31,600,1980,0.0502211
31,615,1980,1.0068921
31,616,1980,0.4981171
31,620,1980,0.9232286
31,625,1980,0.35126811
31,630,1980,0.6235189
31,640,1980,0.2915969
31,645,1980,1.3141734
31,651,1980,0.24333514
31,652,1980,1.6172594
31,660,1980,0.3754892
31,663,1980,0.5640529
31,666,1980,1.8741916
31,670,1980,0.34102465
31,678,1980,0.8623836
31,680,1980,1.4671034
31,690,1980,0.5040755
31,692,1980,0.4888625
31,694,1980,0.5058696
31,696,1980,0.5336081
31,698,1980,0.4123728
31,700,1980,1.9932014
31,710,1980,0.29152023
31,712,1980,2.3330984
31,740,1980,1.0141056
31,750,1980,0.7322942
31,760,1980,0.4818091
31,770,1980,0.27741423
31,771,1980,0.5529743
31,775,1980,0.1460208
31,780,1980,0.4009878
31,781,1980,0.6725771
31,790,1980,0.1150502
31,800,1980,0.00259540000000003
31,811,1980,0.22032507
31,812,1980,2.0589154
31,816,1980,1.8191904
31,820,1980,0.33972579
31,830,1980,0.0622963
31,840,1980,0.24200382
31,850,1980,0.4571893
31,900,1980,1.2120306
31,910,1980,0.1866763
31,920,1980,1.1570646
31,940,1980,0.4170324
31,950,1980,0.2477104
31,990,1980,0.2248153
40,41,1980,1.6914549
40,42,1980,2.0905154
40,51,1980,1.2910126
40,52,1980,1.418294689
40,53,1980,1.38561285
40,55,1980,0.267275
40,56,1980,1.48515898
40,70,1980,1.2767116
40,90,1980,2.555909
40,91,1980,1.8718734
40,92,1980,1.7096111
40,93,1980,0.664158
40,94,1980,1.8109977
40,95,1980,1.46163051
40,100,1980,1.8375569
40,101,1980,1.5342943
40,110,1980,1.1753172
40,115,1980,1.5665198
40,130,1980,1.48384708
40,135,1980,1.5857195
40,140,1980,1.49678044
40,145,1980,1.8725147
40,150,1980,1.9543798
40,155,1980,2.0792992
40,160,1980,1.6160338
40,165,1980,1.8047492
40,200,1980,3.499716
40,205,1980,2.692347
40,210,1980,3.097204
40,211,1980,3.341046
40,212,1980,3.359866
40,220,1980,3.396658
40,230,1980,2.2923635
40,235,1980,2.807495
40,260,1980,3.374436
40,265,1980,0.625896
40,290,1980,0.0679670000000001
40,305,1980,2.543582
40,310,1980,0.626749
40,315,1980,0.65783
40,325,1980,3.06638
40,338,1980,1.2995094
40,339,1980,0.123842
40,345,1980,1.2060504
40,350,1980,2.560125
40,352,1980,1.2586261
40,355,1980,0.676183
40,360,1980,0.5817156
40,365,1980,0.659139
40,369,1980,0.650645
40,370,1980,0.632607
40,375,1980,2.2667081
40,380,1980,2.530954
40,385,1980,2.776734
40,390,1980,2.836109
40,395,1980,2.81195
40,402,1980,0.7170812
40,403,1980,0.4956999
40,404,1980,0.6982841
40,411,1980,1.51077077
40,420,1980,1.52298881
40,432,1980,1.1187228
40,433,1980,1.5372461
40,434,1980,0.4728323
40,435,1980,1.2333519
40,436,1980,1.46168913
40,437,1980,1.8621694
40,438,1980,0.8324468
40,439,1980,1.6048926
40,450,1980,1.7210899
40,451,1980,1.2602579
40,452,1980,1.37089716
40,461,1980,1.52018388
40,471,1980,1.45624438
40,475,1980,1.26439
40,481,1980,1.7146593
40,482,1980,1.9159455
40,483,1980,1.213304
40,484,1980,0.6055942
40,490,1980,1.6437542
40,500,1980,0.9845091
40,501,1980,1.34026179
40,510,1980,1.0266576
40,516,1980,1.1939372
40,517,1980,1.40383452
40,520,1980,1.2969183
40,522,1980,1.3050771
40,530,1980,0.6937795
40,540,1980,0.084886
40,541,1980,0.143471
40,551,1980,1.2486227
40,552,1980,1.34685723
40,553,1980,2.3861844
40,570,1980,1.7218005
40,571,1980,1.6783631
40,572,1980,1.9738799
40,580,1980,0.8076517
40,581,1980,1.423141856
40,590,1980,1.7080567
40,591,1980,0.0352679999999999
40,600,1980,1.6343133
40,615,1980,0.6776423
40,616,1980,1.1864173
40,620,1980,0.7613058
40,625,1980,1.33326629
40,630,1980,1.0610155
40,640,1980,1.9761313
40,645,1980,0.370361
40,651,1980,1.44119926
40,652,1980,0.067275
40,660,1980,1.3090452
40,663,1980,1.1204815
40,666,1980,3.558726
40,670,1980,1.34350975
40,678,1980,0.8221508
40,680,1980,0.217431
40,690,1980,1.1804589
40,692,1980,1.1956719
40,694,1980,1.1786648
40,696,1980,1.1509263
40,698,1980,1.2721616
40,700,1980,0.308667
40,710,1980,1.39301417
40,712,1980,0.648564
40,740,1980,2.69864
40,750,1980,0.9522402
40,760,1980,1.2027253
40,770,1980,1.40712017
40,771,1980,1.1315601
40,775,1980,1.8305552
40,780,1980,1.2835466
40,781,1980,1.0119573
40,790,1980,1.5694842
40,800,1980,1.681939
40,811,1980,1.46420933
40,812,1980,0.374381
40,816,1980,0.134656
40,820,1980,1.34480861
40,830,1980,1.7468307
40,840,1980,1.44253058
40,850,1980,1.2273451
40,900,1980,2.896565
40,910,1980,1.8712107
40,920,1980,2.841599
40,940,1980,2.1015668
40,950,1980,1.9322448
40,990,1980,1.9093497
41,42,1980,0.3990605
41,51,1980,0.4004423
41,52,1980,0.273160211
41,53,1980,0.30584205
41,55,1980,1.4241799
41,56,1980,0.20629592
41,70,1980,0.4147433
41,90,1980,0.8644541
41,91,1980,0.1804185
41,92,1980,0.0181562
41,93,1980,1.0272969
41,94,1980,0.1195428
41,95,1980,0.22982439
41,100,1980,0.146102
41,101,1980,0.1571606
41,110,1980,0.5161377
41,115,1980,0.1249351
41,130,1980,0.20760782
41,135,1980,0.1057354
41,140,1980,0.19467446
41,145,1980,0.1810598
41,150,1980,0.2629249
41,155,1980,0.3878443
41,160,1980,0.0754211
41,165,1980,0.1132943
41,200,1980,1.8082611
41,205,1980,1.0008921
41,210,1980,1.4057491
41,211,1980,1.6495911
41,212,1980,1.6684111
41,220,1980,1.7052031
41,230,1980,0.6009086
41,235,1980,1.1160401
41,260,1980,1.6829811
41,265,1980,2.3173509
41,290,1980,1.7594219
41,305,1980,0.8521271
41,310,1980,2.3182039
41,315,1980,2.3492849
41,325,1980,1.3749251
41,338,1980,0.3919455
41,339,1980,1.5676129
41,345,1980,0.4854045
41,350,1980,0.8686701
41,352,1980,0.4328288
41,355,1980,2.3676379
41,360,1980,1.1097393
41,365,1980,2.3505939
41,369,1980,2.3420999
41,370,1980,2.3240619
