disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
96,96.00199890136719,350,GRC,255,GMY,1886,26,4,1886,7,6,1886,3,3,0,15,4,0,5,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,43,43,13,0,13,96,49,96,0,0,0,0,0
96,96.00299835205078,300,AUH,350,GRC,1886,26,4,1886,7,6,1886,4,3,0,15,4,0,5,1,1,1,2,0,15,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,43,43,13,13,0,96,96,0,0,0,0,0,0
96,96.00299835205078,350,GRC,300,AUH,1886,26,4,1886,7,6,1886,3,3,0,15,4,0,5,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,43,43,13,0,13,96,0,96,0,0,0,0,0
96,96.003997802734375,325,ITA,350,GRC,1886,26,4,1886,7,6,1886,4,3,0,15,4,0,5,1,1,1,2,0,15,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,43,43,13,13,0,96,96,0,0,0,0,0,0
96,96.003997802734375,350,GRC,325,ITA,1886,26,4,1886,7,6,1886,3,3,0,15,4,0,5,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,43,43,13,0,13,96,0,96,0,0,0,0,0
96,96.00499725341797,350,GRC,365,RUS,1886,26,4,1886,7,6,1886,3,3,0,15,4,0,5,1,0,0,0,0,0,1,1,1,1,2,0,15,4,1,3,1,3,1,0,1,43,43,13,0,13,96,96,96,0,0,0,0,0
96,96.00499725341797,365,RUS,350,GRC,1886,26,4,1886,7,6,1886,4,3,0,15,4,0,5,1,1,1,2,0,15,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,43,43,13,13,0,96,96,96,0,0,0,0,0
100,100.0009994506836,2,USA,41,HAI,1914,13,12,1914,9,9,1915,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,19,19,16,16,0,65,65,0,0,0,0,0,0
100,100.0009994506836,2,USA,41,HAI,1915,13,12,1914,9,9,1915,4,1,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,2,253,272,16,16,0,65,65,96,0,0,0,0,0
100,100.0009994506836,41,HAI,2,USA,1914,13,12,1914,9,9,1915,0,0,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,1,19,19,16,0,16,65,0,65,0,0,0,0,0
100,100.0009994506836,41,HAI,2,USA,1915,13,12,1914,9,9,1915,3,1,0,19,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,19,4,1,3,1,3,1,0,2,253,272,16,0,16,65,96,65,0,0,0,0,0
104,104.0009994506836,365,RUS,710,CHN,1880,1,3,1880,31,7,1880,6,1,0,7,3,0,1,1,1,0,0,0,7,3,1,0,1,1,0,7,3,1,1,3,1,3,0,1,153,153,7,7,7,49,49,49,0,0,0,0,0
104,104.0009994506836,710,CHN,365,RUS,1880,1,3,1880,31,7,1880,6,1,0,7,3,0,1,1,0,1,1,0,7,3,1,1,0,0,0,7,3,1,3,1,3,1,0,1,153,153,7,7,7,49,49,49,0,0,0,0,0
106,106.0009994506836,220,FRN,740,JPN,1895,23,4,1895,23,4,1895,4,3,0,2,2,0,3,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,1,1,0,30,30,65,0,0,0,0,0
106,106.0009994506836,740,JPN,220,FRN,1895,23,4,1895,23,4,1895,3,3,0,2,2,0,3,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,1,1,1,0,1,30,0,30,0,0,0,0,0
106,106.00199890136719,255,GMY,740,JPN,1895,23,4,1895,23,4,1895,4,3,0,2,2,0,3,1,1,1,2,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,1,1,0,30,30,49,0,0,0,0,0
106,106.00199890136719,740,JPN,255,GMY,1895,23,4,1895,23,4,1895,3,3,0,2,2,0,3,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,3,1,3,1,0,1,1,1,1,0,1,30,49,30,0,0,0,0,0
106,106.00299835205078,365,RUS,740,JPN,1895,23,4,1895,1,7,1895,4,3,0,8,3,0,3,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,70,70,7,7,0,49,49,0,0,0,0,0,0
106,106.00299835205078,740,JPN,365,RUS,1895,23,4,1895,1,7,1895,3,3,0,8,3,0,3,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,70,70,7,0,7,49,0,49,0,0,0,0,0
108,108.0009994506836,325,ITA,339,ALB,1939,7,4,1939,8,4,1939,2,2,0,16,4,0,1,1,1,1,1,1,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,2,2,14,14,0,84,84,0,0,0,0,0,0
108,108.0009994506836,339,ALB,325,ITA,1939,7,4,1939,8,4,1939,1,2,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,1,1,16,4,1,3,1,3,1,0,1,2,2,14,0,14,84,0,84,0,0,0,0,0
109,109.0009994506836,300,AUH,325,ITA,1904,1,9,1904,31,10,1904,5,3,0,12,3,0,1,1,1,0,0,0,12,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,61,61,10,10,0,82,82,0,0,0,0,0,0
109,109.0009994506836,325,ITA,300,AUH,1904,1,9,1904,31,10,1904,5,3,0,12,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,12,3,1,3,1,3,1,0,1,61,61,10,0,10,82,0,82,0,0,0,0,0
111,111.0009994506836,200,UKG,325,ITA,1935,22,8,1935,9,5,1936,0,0,0,8,3,0,2,1,1,0,0,0,8,3,0,0,1,1,0,0,1,1,2,3,1,3,0,1,132,132,7,7,0,49,49,0,0,0,1,0,0
111,111.0009994506836,200,UKG,325,ITA,1936,22,8,1935,9,5,1936,5,3,6,8,3,0,2,1,1,0,0,0,8,3,0,0,1,1,6,0,1,1,2,3,1,3,0,2,131,263,7,7,0,49,49,84,0,0,1,0,0
111,111.0009994506836,325,ITA,200,UKG,1935,22,8,1935,9,5,1936,0,0,0,8,3,0,2,1,0,1,1,0,0,1,1,1,0,0,0,8,3,0,3,2,3,1,0,1,132,132,7,0,7,49,82,49,0,0,1,0,0
111,111.0009994506836,325,ITA,200,UKG,1936,22,8,1935,9,5,1936,5,3,6,8,3,0,2,1,0,1,1,6,0,1,1,1,0,0,0,8,3,0,3,2,3,1,0,2,131,263,7,0,7,49,0,49,0,0,1,0,0
111,111.00199890136719,325,ITA,530,ETH,1934,22,11,1934,5,5,1936,0,0,0,19,4,0,2,1,0,1,1,0,19,4,1,1,0,0,0,19,4,1,3,1,1,3,0,1,40,40,16,16,16,65,65,65,0,0,1,0,0
111,111.00199890136719,325,ITA,530,ETH,1935,22,11,1934,5,5,1936,0,0,0,22,5,0,2,1,0,1,1,0,22,5,1,1,0,0,0,22,5,1,3,1,1,3,1,2,365,405,20,20,20,100,100,100,0,0,1,0,0
111,111.00199890136719,325,ITA,530,ETH,1936,22,11,1934,5,5,1936,1,2,6,22,5,0,2,1,0,1,1,6,22,5,1,1,0,0,6,22,5,1,3,1,1,3,1,3,127,532,20,20,20,100,100,100,0,0,1,0,0
111,111.00199890136719,530,ETH,325,ITA,1934,22,11,1934,5,5,1936,0,0,0,19,4,0,2,1,1,0,0,0,19,4,1,0,1,1,0,19,4,1,1,3,3,1,0,1,40,40,16,16,16,65,65,65,0,0,1,0,0
111,111.00199890136719,530,ETH,325,ITA,1935,22,11,1934,5,5,1936,0,0,0,22,5,0,2,1,1,0,0,0,22,5,1,0,1,1,0,22,5,1,1,3,3,1,1,2,365,405,20,20,20,100,100,100,0,0,1,0,0
111,111.00199890136719,530,ETH,325,ITA,1936,22,11,1934,5,5,1936,2,2,6,22,5,0,2,1,1,0,0,6,22,5,1,0,1,1,6,22,5,1,1,3,3,1,1,3,127,532,20,20,20,100,100,100,0,0,1,0,0
112,112.0009994506836,220,FRN,325,ITA,1860,10,9,1860,29,9,1860,2,2,0,8,3,0,1,2,0,0,0,0,8,3,0,1,1,1,0,0,1,1,4,1,3,1,0,1,20,20,7,7,0,49,49,100,0,0,0,0,0
112,112.0009994506836,325,ITA,220,FRN,1860,10,9,1860,29,9,1860,1,2,0,8,3,0,1,2,1,1,1,0,0,1,1,0,0,0,0,8,3,0,1,4,1,3,0,1,20,20,7,0,7,49,65,49,0,0,0,0,0
112,112.00199890136719,325,ITA,327,PAP,1860,7,9,1860,29,9,1860,1,2,6,22,5,1,1,2,1,1,1,4,22,5,1,0,0,0,5,22,5,1,1,3,1,3,1,1,23,23,20,20,20,100,100,100,0,0,0,0,0
112,112.00199890136719,327,PAP,325,ITA,1860,7,9,1860,29,9,1860,2,2,6,22,5,1,1,2,0,0,0,5,22,5,1,1,1,1,4,22,5,1,3,1,3,1,1,1,23,23,20,20,20,100,100,100,0,0,0,0,0
113,113.0009994506836,220,FRN,325,ITA,1860,13,11,1860,19,1,1861,0,0,0,8,3,0,1,2,0,0,0,0,8,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,49,49,7,7,0,49,49,0,0,0,0,0,0
113,113.0009994506836,220,FRN,325,ITA,1861,13,11,1860,19,1,1861,2,2,0,8,3,0,1,2,0,0,0,0,8,3,0,1,1,1,0,0,1,1,4,1,1,3,0,2,20,69,7,7,0,49,49,49,0,0,0,0,0
113,113.0009994506836,325,ITA,220,FRN,1860,13,11,1860,19,1,1861,0,0,0,8,3,0,1,2,1,1,1,0,0,1,1,0,0,0,0,8,3,0,1,4,3,1,0,1,49,49,7,0,7,49,100,49,0,0,0,0,0
113,113.0009994506836,325,ITA,220,FRN,1861,13,11,1860,19,1,1861,1,2,0,8,3,0,1,2,1,1,1,0,0,1,1,0,0,0,0,8,3,0,1,4,3,1,0,2,20,69,7,0,7,49,100,49,0,0,0,0,0
113,113.00199890136719,325,ITA,329,SIC,1860,18,9,1860,13,2,1861,0,0,0,22,5,1,1,2,1,1,1,0,22,5,1,0,0,0,0,22,5,1,1,3,1,3,1,1,105,105,20,20,20,100,100,100,0,0,0,0,0
113,113.00199890136719,325,ITA,329,SIC,1861,18,9,1860,13,2,1861,1,2,6,22,5,1,1,2,1,1,1,5,22,5,1,0,0,0,4,22,5,1,1,3,1,3,1,2,45,150,20,20,20,100,100,100,0,0,0,0,0
113,113.00199890136719,329,SIC,325,ITA,1860,18,9,1860,13,2,1861,0,0,0,22,5,1,1,2,0,0,0,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,1,105,105,20,20,20,100,100,100,0,0,0,0,0
113,113.00199890136719,329,SIC,325,ITA,1861,18,9,1860,13,2,1861,2,2,6,22,5,1,1,2,0,0,0,4,22,5,1,1,1,1,5,22,5,1,3,1,3,1,1,2,45,150,20,20,20,100,100,100,0,0,0,0,0
114,114.0009994506836,325,ITA,640,TUR,1911,12,9,1911,18,10,1912,0,0,0,22,5,1,1,1,1,0,0,0,22,5,1,0,1,2,0,22,5,1,1,3,1,3,1,1,111,111,20,20,20,100,100,100,0,0,0,0,0
114,114.0009994506836,325,ITA,640,TUR,1912,12,9,1911,18,10,1912,1,1,6,22,5,1,1,1,1,0,0,6,22,5,1,0,1,2,6,22,5,1,1,3,1,3,1,2,293,404,20,20,20,100,100,100,0,0,0,0,0
114,114.0009994506836,640,TUR,325,ITA,1911,12,9,1911,18,10,1912,0,0,0,22,5,1,1,1,0,1,2,0,22,5,1,1,0,0,0,22,5,1,3,1,3,1,1,1,111,111,20,20,20,100,100,100,0,0,0,0,0
114,114.0009994506836,640,TUR,325,ITA,1912,12,9,1911,18,10,1912,2,1,6,22,5,1,1,1,0,1,2,6,22,5,1,1,0,0,6,22,5,1,3,1,3,1,1,2,293,404,20,20,20,100,100,100,0,0,0,0,0
115,115.0009994506836,220,FRN,255,GMY,1859,24,6,1859,12,7,1859,4,1,0,12,3,0,2,2,0,0,0,0,12,3,0,1,0,0,0,12,3,0,4,2,3,1,0,1,19,19,10,10,10,82,82,82,0,0,1,0,0
115,115.0009994506836,255,GMY,220,FRN,1859,24,6,1859,12,7,1859,3,1,0,12,3,0,2,2,1,0,0,0,12,3,0,0,0,0,0,12,3,0,2,4,1,3,0,1,19,19,10,10,10,82,82,82,0,0,1,0,0
115,115.00199890136719,220,FRN,300,AUH,1859,22,4,1859,12,7,1859,1,1,6,22,5,1,2,2,0,0,0,6,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,1,82,82,20,20,20,100,100,100,0,0,1,0,0
115,115.00199890136719,300,AUH,220,FRN,1859,22,4,1859,12,7,1859,2,1,6,22,5,1,2,2,1,1,1,6,22,5,1,0,0,0,6,22,5,0,1,4,3,1,1,1,82,82,20,20,20,100,100,100,0,0,1,0,0
115,115.00299835205078,255,GMY,325,ITA,1859,24,6,1859,12,7,1859,3,1,0,12,3,0,2,2,1,0,0,0,12,3,0,0,0,0,0,12,3,1,2,3,1,3,0,1,19,19,10,10,10,82,82,82,0,0,0,0,0
115,115.00299835205078,325,ITA,255,GMY,1859,24,6,1859,12,7,1859,4,1,0,12,3,0,2,2,0,0,0,0,12,3,1,1,0,0,0,12,3,0,3,2,3,1,0,1,19,19,10,10,10,82,82,82,0,0,0,0,0
115,115.00399780273438,300,AUH,325,ITA,1859,29,1,1859,12,7,1859,2,1,6,22,5,1,2,2,1,1,2,6,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,165,165,20,20,20,100,100,100,0,0,0,0,0
115,115.00399780273438,325,ITA,300,AUH,1859,29,1,1859,12,7,1859,1,1,6,22,5,1,2,2,0,0,0,6,22,5,1,1,1,2,6,22,5,1,3,1,3,1,1,1,165,165,20,20,20,100,100,100,0,0,0,0,0
119,119.0009994506836,200,UKG,365,RUS,1885,12,3,1885,22,5,1885,6,1,0,12,3,0,1,1,1,0,0,0,12,3,1,0,1,1,0,7,3,1,1,3,1,3,0,1,72,72,10,10,7,82,82,49,0,0,0,0,0
119,119.0009994506836,365,RUS,200,UKG,1885,12,3,1885,22,5,1885,6,1,0,12,3,0,1,1,0,1,1,0,7,3,1,1,0,0,0,12,3,1,3,1,3,1,0,1,72,72,10,7,10,82,49,82,0,0,0,0,0
121,121.0009994506836,2,USA,300,AUH,1853,2,7,1853,2,7,1853,5,3,0,8,3,0,1,1,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,100,0,0,0,0,0
121,121.0009994506836,300,AUH,2,USA,1853,2,7,1853,2,7,1853,5,3,0,8,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,1,1,7,0,7,49,100,49,0,0,0,0,0
122,122.0009994506836,200,UKG,645,IRQ,1961,26,6,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,189,189,16,7,16,65,49,65,0,0,0,0,0
122,122.0009994506836,200,UKG,645,IRQ,1962,26,6,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,249,16,7,16,65,49,65,0,0,0,0,0
122,122.0009994506836,645,IRQ,200,UKG,1961,26,6,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,189,189,16,16,7,65,65,49,0,0,0,0,0
122,122.0009994506836,645,IRQ,200,UKG,1962,26,6,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,249,16,16,7,65,65,49,0,0,0,0,0
122,122.00199890136719,616,TUN,645,IRQ,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,113,113,16,7,16,65,49,65,0,0,0,0,0
122,122.00199890136719,616,TUN,645,IRQ,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,173,16,7,16,65,49,65,0,0,0,0,0
122,122.00199890136719,645,IRQ,616,TUN,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,113,113,16,16,7,65,65,49,0,0,0,0,0
122,122.00199890136719,645,IRQ,616,TUN,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,173,16,16,7,65,65,49,0,0,0,0,0
122,122.00299835205078,625,SUD,645,IRQ,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,113,113,16,7,16,65,49,65,0,0,0,0,0
122,122.00299835205078,625,SUD,645,IRQ,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,173,16,7,16,65,49,65,0,0,0,0,0
122,122.00299835205078,645,IRQ,625,SUD,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,113,113,16,16,7,65,65,49,0,0,0,0,0
122,122.00299835205078,645,IRQ,625,SUD,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,173,16,16,7,65,65,49,0,0,0,0,0
122,122.00399780273438,630,IRN,645,IRQ,1961,29,6,1961,29,6,1961,5,3,0,19,4,0,1,8,0,0,0,0,0,1,0,1,1,1,0,19,4,1,4,1,1,3,0,1,1,1,16,0,16,65,49,65,0,0,0,0,0
122,122.00399780273438,645,IRQ,630,IRN,1961,29,6,1961,29,6,1961,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,0,1,0,1,4,3,1,0,1,1,1,16,16,0,65,65,65,0,0,0,0,0
122,122.00499725341797,645,IRQ,651,EGY,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,113,113,16,16,7,65,65,49,0,0,0,0,0
122,122.00499725341797,645,IRQ,651,EGY,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,173,16,16,7,65,65,49,0,0,0,0,0
122,122.00499725341797,651,EGY,645,IRQ,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,113,113,16,7,16,65,49,65,0,0,0,0,0
122,122.00499725341797,651,EGY,645,IRQ,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,173,16,7,16,65,49,65,0,0,0,0,0
122,122.00599670410156,645,IRQ,663,JOR,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,113,113,16,16,7,65,65,49,0,0,0,0,0
122,122.00599670410156,645,IRQ,663,JOR,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,173,16,16,7,65,65,49,0,0,0,0,0
122,122.00599670410156,663,JOR,645,IRQ,1961,10,9,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,113,113,16,7,16,65,49,65,0,0,0,0,0
122,122.00599670410156,663,JOR,645,IRQ,1962,10,9,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,173,16,7,16,65,49,65,0,0,0,0,0
122,122.00700378417969,645,IRQ,670,SAU,1961,1,7,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,1,184,184,16,16,7,65,65,49,0,0,0,0,0
122,122.00700378417969,645,IRQ,670,SAU,1962,1,7,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,7,3,0,1,4,3,1,0,2,60,244,16,16,7,65,65,49,0,0,0,0,0
122,122.00700378417969,670,SAU,645,IRQ,1961,1,7,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,1,184,184,16,7,16,65,49,65,0,0,0,0,0
122,122.00700378417969,670,SAU,645,IRQ,1962,1,7,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,7,3,0,1,1,1,0,19,4,1,4,1,1,3,0,2,60,244,16,7,16,65,49,65,0,0,0,0,0
122,122.00800323486328,645,IRQ,690,KUW,1961,25,6,1961,28,2,1962,0,0,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,12,3,1,1,3,1,3,0,1,190,190,16,16,10,65,65,82,0,0,0,0,0
122,122.00800323486328,645,IRQ,690,KUW,1962,25,6,1961,28,2,1962,5,3,0,19,4,0,1,8,1,1,1,0,19,4,1,0,0,0,0,12,3,1,1,3,1,3,0,2,60,250,16,16,10,65,65,82,0,0,0,0,0
122,122.00800323486328,690,KUW,645,IRQ,1961,25,6,1961,28,2,1962,0,0,0,19,4,0,1,8,0,0,0,0,12,3,1,1,1,1,0,19,4,1,3,1,3,1,0,1,190,190,16,10,16,65,82,65,0,0,0,0,0
122,122.00800323486328,690,KUW,645,IRQ,1962,25,6,1961,28,2,1962,5,3,0,19,4,0,1,8,0,0,0,0,12,3,1,1,1,1,0,19,4,1,3,1,3,1,0,2,60,250,16,10,16,65,82,65,0,0,0,0,0
123,123.0009994506836,160,ARG,200,UKG,1845,1,4,1845,26,3,1846,0,0,0,18,4,0,2,1,0,0,0,0,18,4,1,1,1,2,0,15,4,1,3,1,3,1,0,1,275,275,17,17,13,75,75,96,0,0,0,0,0
123,123.0009994506836,160,ARG,200,UKG,1846,1,4,1845,26,3,1846,2,2,0,18,4,0,2,1,0,0,0,-9,18,4,1,1,1,2,-9,15,4,1,3,1,3,1,0,2,86,361,17,17,13,75,75,96,0,0,0,0,0
123,123.0009994506836,200,UKG,160,ARG,1845,1,4,1845,26,3,1846,0,0,0,18,4,0,2,1,1,1,2,0,15,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,275,275,17,13,17,75,96,75,0,0,0,0,0
123,123.0009994506836,200,UKG,160,ARG,1846,1,4,1845,26,3,1846,1,2,0,18,4,0,2,1,1,1,2,-9,15,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,2,86,361,17,13,17,75,96,75,0,0,0,0,0
123,123.00199890136719,160,ARG,220,FRN,1845,1,4,1845,26,3,1846,0,0,0,18,4,0,2,1,0,0,0,0,18,4,1,1,1,2,0,15,4,1,3,1,3,1,0,1,275,275,17,17,13,75,75,96,0,0,0,0,0
123,123.00199890136719,160,ARG,220,FRN,1846,1,4,1845,26,3,1846,2,2,0,18,4,0,2,1,0,0,0,-9,18,4,1,1,1,2,-9,15,4,1,3,1,3,1,0,2,86,361,17,17,13,75,75,96,0,0,0,0,0
123,123.00199890136719,220,FRN,160,ARG,1845,1,4,1845,26,3,1846,0,0,0,18,4,0,2,1,1,1,2,0,15,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,275,275,17,13,17,75,96,75,0,0,0,0,0
123,123.00199890136719,220,FRN,160,ARG,1846,1,4,1845,26,3,1846,1,2,0,18,4,0,2,1,1,1,2,-9,15,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,2,86,361,17,13,17,75,96,75,0,0,0,0,0
125,125.0009994506836,2,USA,365,RUS,1958,17,5,1958,24,10,1958,8,4,0,8,3,0,2,3,1,1,2,0,8,3,1,0,0,0,0,7,3,0,1,4,1,3,0,1,161,161,7,7,7,49,49,49,0,0,0,0,0
125,125.0009994506836,365,RUS,2,USA,1958,17,5,1958,24,10,1958,8,4,0,8,3,0,2,3,0,0,0,0,7,3,0,1,1,2,0,8,3,1,4,1,3,1,0,1,161,161,7,7,7,49,49,49,0,0,0,0,0
125,125.00199890136719,2,USA,645,IRQ,1958,15,7,1958,24,10,1958,8,4,0,8,3,0,2,3,1,1,2,0,8,3,1,0,0,0,0,0,1,0,1,4,1,3,0,1,102,102,7,7,0,49,49,75,0,0,0,0,0
125,125.00199890136719,645,IRQ,2,USA,1958,15,7,1958,24,10,1958,8,4,0,8,3,0,2,3,0,0,0,0,0,1,0,1,1,2,0,8,3,1,4,1,3,1,0,1,102,102,7,0,7,49,96,49,0,0,0,0,0
125,125.00299835205078,2,USA,651,EGY,1958,14,5,1958,24,10,1958,8,4,0,8,3,0,2,3,1,1,2,0,8,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,164,164,7,7,0,49,49,49,0,0,0,0,0
125,125.00299835205078,651,EGY,2,USA,1958,14,5,1958,24,10,1958,8,4,0,8,3,0,2,3,0,0,0,0,0,1,1,1,1,2,0,8,3,1,3,1,3,1,0,1,164,164,7,0,7,49,49,49,0,0,0,0,0
125,125.00399780273438,200,UKG,365,RUS,1958,14,7,1958,24,10,1958,8,4,0,10,3,0,2,3,1,1,2,0,10,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,103,103,8,8,7,20,20,49,0,0,0,0,0
125,125.00399780273438,365,RUS,200,UKG,1958,14,7,1958,24,10,1958,8,4,0,10,3,0,2,3,0,0,0,0,7,3,0,1,1,2,0,10,3,0,4,2,3,1,0,1,103,103,8,7,8,20,49,20,0,0,0,0,0
125,125.00499725341797,200,UKG,645,IRQ,1958,15,7,1958,24,10,1958,8,4,0,10,3,0,2,3,1,1,2,0,10,3,0,0,0,0,0,0,1,0,2,4,1,3,0,1,102,102,8,8,0,20,20,0,0,0,0,0,0
125,125.00499725341797,645,IRQ,200,UKG,1958,15,7,1958,24,10,1958,8,4,0,10,3,0,2,3,0,0,0,0,0,1,0,1,1,2,0,10,3,0,4,2,3,1,0,1,102,102,8,0,8,20,0,20,0,0,0,0,0
125,125.00599670410156,200,UKG,651,EGY,1958,14,7,1958,24,10,1958,8,4,0,10,3,0,2,3,1,1,2,0,10,3,0,0,0,0,0,0,1,1,2,3,1,3,0,1,103,103,8,8,0,20,20,49,0,0,0,0,0
125,125.00599670410156,651,EGY,200,UKG,1958,14,7,1958,24,10,1958,8,4,0,10,3,0,2,3,0,0,0,0,0,1,1,1,1,2,0,10,3,0,3,2,3,1,0,1,103,103,8,0,8,20,49,20,0,0,0,0,0
126,126.0009994506836,300,AUH,640,TUR,1853,1,1,1853,25,2,1853,4,3,0,7,3,0,2,1,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,56,56,7,7,0,49,49,0,0,0,0,0,0
126,126.0009994506836,640,TUR,300,AUH,1853,1,1,1853,25,2,1853,3,3,0,7,3,0,2,1,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,56,56,7,0,7,49,0,49,0,0,0,0,0
